SIZE ,STOCK ,COLORSPEC ,COATING ,POCKETS ,BUSINESS CARD SLIT ,CD SLIT ,RunSize,UnitPrice,TotalPrice
"6"" x 9""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV Front Only,1 Pocket on the Left (Front) Side,On Right (Back) Pocket - Vertical,On the Right (Back) Pocket,1000,1.3103,"1,310.29"
"6"" x 9""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV Front Only,1 Pocket on the Left (Front) Side,On Right (Back) Pocket - Vertical,On the Right (Back) Pocket,2500,0.9775,"2,443.71"
"6"" x 9""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV Front Only,1 Pocket on the Left (Front) Side,On Right (Back) Pocket - Vertical,On the Right (Back) Pocket,5000,0.8065,"4,032.67"
"6"" x 9""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV Front Only,1 Pocket on the Left (Front) Side,On Both Pockets - Vertical,On the Left (Front) Pocket,500,2.3526,"1,176.32"
"6"" x 9""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV Front Only,1 Pocket on the Left (Front) Side,On Both Pockets - Vertical,On the Left (Front) Pocket,1000,1.3103,"1,310.29"
"6"" x 9""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV Front Only,1 Pocket on the Left (Front) Side,On Both Pockets - Vertical,On the Left (Front) Pocket,2500,0.9775,"2,443.71"
"6"" x 9""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV Front Only,1 Pocket on the Left (Front) Side,On Both Pockets - Vertical,On the Left (Front) Pocket,5000,0.8065,"4,032.67"
"6"" x 9""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV Front Only,1 Pocket on the Left (Front) Side,On Both Pockets - Vertical,No CD Slit,500,2.3526,"1,176.32"
"6"" x 9""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV Front Only,1 Pocket on the Left (Front) Side,On Both Pockets - Vertical,No CD Slit,1000,1.3103,"1,310.29"
"6"" x 9""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV Front Only,1 Pocket on the Left (Front) Side,On Both Pockets - Vertical,No CD Slit,2500,0.9775,"2,443.71"
"6"" x 9""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV Front Only,1 Pocket on the Left (Front) Side,On Both Pockets - Vertical,No CD Slit,5000,0.8065,"4,032.67"
"6"" x 9""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV Front Only,1 Pocket on the Left (Front) Side,On Both Pockets - Vertical,On the Right (Back) Pocket,500,2.3526,"1,176.32"
"6"" x 9""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV Front Only,1 Pocket on the Left (Front) Side,On Both Pockets - Vertical,On the Right (Back) Pocket,1000,1.3103,"1,310.29"
"6"" x 9""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV Front Only,1 Pocket on the Left (Front) Side,On Both Pockets - Vertical,On the Right (Back) Pocket,2500,0.9775,"2,443.71"
"6"" x 9""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV Front Only,1 Pocket on the Left (Front) Side,On Both Pockets - Vertical,On the Right (Back) Pocket,5000,0.8065,"4,032.67"
"6"" x 9""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV Front Only,1 Pocket on the Left (Front) Side,On Both Pockets - Horizontal,On the Left (Front) Pocket,500,2.3526,"1,176.32"
"6"" x 9""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV Front Only,1 Pocket on the Left (Front) Side,On Both Pockets - Horizontal,On the Left (Front) Pocket,1000,1.3103,"1,310.29"
"6"" x 9""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV Front Only,1 Pocket on the Left (Front) Side,On Both Pockets - Horizontal,On the Left (Front) Pocket,2500,0.9775,"2,443.71"
"6"" x 9""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV Front Only,1 Pocket on the Left (Front) Side,On Both Pockets - Horizontal,On the Left (Front) Pocket,5000,0.8065,"4,032.67"
"6"" x 9""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV Front Only,1 Pocket on the Left (Front) Side,On Both Pockets - Horizontal,No CD Slit,500,2.3526,"1,176.32"
"6"" x 9""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV Front Only,1 Pocket on the Left (Front) Side,On Both Pockets - Horizontal,No CD Slit,1000,1.3103,"1,310.29"
"6"" x 9""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV Front Only,1 Pocket on the Left (Front) Side,On Both Pockets - Horizontal,No CD Slit,2500,0.9775,"2,443.71"
"6"" x 9""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV Front Only,1 Pocket on the Left (Front) Side,On Both Pockets - Horizontal,No CD Slit,5000,0.8065,"4,032.67"
"6"" x 9""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV Front Only,1 Pocket on the Left (Front) Side,On Both Pockets - Horizontal,On the Right (Back) Pocket,500,2.3526,"1,176.32"
"6"" x 9""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV Front Only,1 Pocket on the Left (Front) Side,On Both Pockets - Horizontal,On the Right (Back) Pocket,1000,1.3103,"1,310.29"
"6"" x 9""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV Front Only,1 Pocket on the Left (Front) Side,On Both Pockets - Horizontal,On the Right (Back) Pocket,2500,0.9775,"2,443.71"
"6"" x 9""",16PT C2S,5/4 (4/4 with Foil on Front),Spot UV Front Only,1 Pocket on the Left (Front) Side,On Both Pockets - Horizontal,On the Right (Back) Pocket,5000,0.8065,"4,032.67"
"6"" x 9""",16PT C2S,5/4 (4/4 with Foil on Front),UV Coating Front Only,1 Pocket on the Right (Back) Side,On Left (Front) Pocket - Vertical,On the Left (Front) Pocket,500,1.8821,941.06
"6"" x 9""",16PT C2S,5/4 (4/4 with Foil on Front),UV Coating Front Only,1 Pocket on the Right (Back) Side,On Left (Front) Pocket - Vertical,On the Left (Front) Pocket,1000,1.0482,"1,048.23"
"6"" x 9""",16PT C2S,5/4 (4/4 with Foil on Front),UV Coating Front Only,1 Pocket on the Right (Back) Side,On Left (Front) Pocket - Vertical,On the Left (Front) Pocket,2500,0.7820,"1,954.97"
"6"" x 9""",16PT C2S,5/4 (4/4 with Foil on Front),UV Coating Front Only,1 Pocket on the Right (Back) Side,On Left (Front) Pocket - Vertical,On the Left (Front) Pocket,5000,0.6452,"3,226.13"
"6"" x 9""",16PT C2S,5/4 (4/4 with Foil on Front),UV Coating Front Only,1 Pocket on the Right (Back) Side,On Left (Front) Pocket - Vertical,No CD Slit,500,1.8821,941.06
"6"" x 9""",16PT C2S,5/4 (4/4 with Foil on Front),UV Coating Front Only,1 Pocket on the Right (Back) Side,On Left (Front) Pocket - Vertical,No CD Slit,1000,1.0482,"1,048.23"
"6"" x 9""",16PT C2S,5/4 (4/4 with Foil on Front),UV Coating Front Only,1 Pocket on the Right (Back) Side,On Left (Front) Pocket - Vertical,No CD Slit,2500,0.7820,"1,954.97"
"6"" x 9""",16PT C2S,5/4 (4/4 with Foil on Front),UV Coating Front Only,1 Pocket on the Right (Back) Side,On Left (Front) Pocket - Vertical,No CD Slit,5000,0.6452,"3,226.13"
"6"" x 9""",16PT C2S,5/4 (4/4 with Foil on Front),UV Coating Front Only,1 Pocket on the Right (Back) Side,On Left (Front) Pocket - Vertical,On the Right (Back) Pocket,500,1.8821,941.06
"6"" x 9""",16PT C2S,5/4 (4/4 with Foil on Front),UV Coating Front Only,1 Pocket on the Right (Back) Side,On Left (Front) Pocket - Vertical,On the Right (Back) Pocket,1000,1.0482,"1,048.23"
"6"" x 9""",16PT C2S,5/4 (4/4 with Foil on Front),UV Coating Front Only,1 Pocket on the Right (Back) Side,On Left (Front) Pocket - Vertical,On the Right (Back) Pocket,2500,0.7820,"1,954.97"
"6"" x 9""",16PT C2S,5/4 (4/4 with Foil on Front),UV Coating Front Only,1 Pocket on the Right (Back) Side,On Left (Front) Pocket - Vertical,On the Right (Back) Pocket,5000,0.6452,"3,226.13"
"6"" x 9""",16PT C2S,5/4 (4/4 with Foil on Front),UV Coating Front Only,1 Pocket on the Right (Back) Side,No Business Card Slits,On the Left (Front) Pocket,500,1.8821,941.06
"6"" x 9""",16PT C2S,5/4 (4/4 with Foil on Front),UV Coating Front Only,1 Pocket on the Right (Back) Side,No Business Card Slits,On the Left (Front) Pocket,1000,1.0482,"1,048.23"
"6"" x 9""",16PT C2S,5/4 (4/4 with Foil on Front),UV Coating Front Only,1 Pocket on the Right (Back) Side,No Business Card Slits,On the Left (Front) Pocket,2500,0.7820,"1,954.97"
"6"" x 9""",16PT C2S,5/4 (4/4 with Foil on Front),UV Coating Front Only,1 Pocket on the Right (Back) Side,No Business Card Slits,On the Left (Front) Pocket,5000,0.6452,"3,226.13"
"6"" x 9""",16PT C2S,5/4 (4/4 with Foil on Front),UV Coating Front Only,1 Pocket on the Right (Back) Side,No Business Card Slits,No CD Slit,500,1.8821,941.06
"6"" x 9""",16PT C2S,5/4 (4/4 with Foil on Front),UV Coating Front Only,1 Pocket on the Right (Back) Side,No Business Card Slits,No CD Slit,1000,1.0482,"1,048.23"
"6"" x 9""",16PT C2S,5/4 (4/4 with Foil on Front),UV Coating Front Only,1 Pocket on the Right (Back) Side,No Business Card Slits,No CD Slit,2500,0.7820,"1,954.97"
"6"" x 9""",16PT C2S,5/4 (4/4 with Foil on Front),UV Coating Front Only,1 Pocket on the Right (Back) Side,No Business Card Slits,No CD Slit,5000,0.6452,"3,226.13"
"6"" x 9""",16PT C2S,5/4 (4/4 with Foil on Front),UV Coating Front Only,1 Pocket on the Right (Back) Side,No Business Card Slits,On the Right (Back) Pocket,500,1.8821,941.06
"6"" x 9""",16PT C2S,5/4 (4/4 with Foil on Front),UV Coating Front Only,1 Pocket on the Right (Back) Side,No Business Card Slits,On the Right (Back) Pocket,1000,1.0482,"1,048.23"
"6"" x 9""",16PT C2S,5/4 (4/4 with Foil on Front),UV Coating Front Only,1 Pocket on the Right (Back) Side,No Business Card Slits,On the Right (Back) Pocket,2500,0.7820,"1,954.97"
"6"" x 9""",16PT C2S,5/4 (4/4 with Foil on Front),UV Coating Front Only,1 Pocket on the Right (Back) Side,No Business Card Slits,On the Right (Back) Pocket,5000,0.6452,"3,226.13"
"6"" x 9""",16PT C2S,5/4 (4/4 with Foil on Front),UV Coating Front Only,1 Pocket on the Right (Back) Side,On Right (Back) Pocket - Horizontal,On the Left (Front) Pocket,500,1.8821,941.06
"6"" x 9""",16PT C2S,5/4 (4/4 with Foil on Front),UV Coating Front Only,1 Pocket on the Right (Back) Side,On Right (Back) Pocket - Horizontal,On the Left (Front) Pocket,1000,1.0482,"1,048.23"
"6"" x 9""",16PT C2S,5/4 (4/4 with Foil on Front),UV Coating Front Only,1 Pocket on the Right (Back) Side,On Right (Back) Pocket - Horizontal,On the Left (Front) Pocket,2500,0.7820,"1,954.97"
"6"" x 9""",16PT C2S,5/4 (4/4 with Foil on Front),UV Coating Front Only,1 Pocket on the Right (Back) Side,On Right (Back) Pocket - Horizontal,On the Left (Front) Pocket,5000,0.6452,"3,226.13"
"6"" x 9""",16PT C2S,5/4 (4/4 with Foil on Front),UV Coating Front Only,1 Pocket on the Right (Back) Side,On Right (Back) Pocket - Horizontal,No CD Slit,500,1.8821,941.06
"6"" x 9""",16PT C2S,5/4 (4/4 with Foil on Front),UV Coating Front Only,1 Pocket on the Right (Back) Side,On Right (Back) Pocket - Horizontal,No CD Slit,1000,1.0482,"1,048.23"
"6"" x 9""",16PT C2S,5/4 (4/4 with Foil on Front),UV Coating Front Only,1 Pocket on the Right (Back) Side,On Right (Back) Pocket - Horizontal,No CD Slit,2500,0.7820,"1,954.97"
"6"" x 9""",16PT C2S,5/4 (4/4 with Foil on Front),UV Coating Front Only,1 Pocket on the Right (Back) Side,On Right (Back) Pocket - Horizontal,No CD Slit,5000,0.6452,"3,226.13"
"6"" x 9""",16PT C2S,5/4 (4/4 with Foil on Front),UV Coating Front Only,1 Pocket on the Right (Back) Side,On Right (Back) Pocket - Horizontal,On the Right (Back) Pocket,500,1.8821,941.06
"6"" x 9""",16PT C2S,5/4 (4/4 with Foil on Front),UV Coating Front Only,1 Pocket on the Right (Back) Side,On Right (Back) Pocket - Horizontal,On the Right (Back) Pocket,1000,1.0482,"1,048.23"
"6"" x 9""",16PT C2S,5/4 (4/4 with Foil on Front),UV Coating Front Only,1 Pocket on the Right (Back) Side,On Right (Back) Pocket - Horizontal,On the Right (Back) Pocket,2500,0.7820,"1,954.97"
"6"" x 9""",16PT C2S,5/4 (4/4 with Foil on Front),UV Coating Front Only,1 Pocket on the Right (Back) Side,On Right (Back) Pocket - Horizontal,On the Right (Back) Pocket,5000,0.6452,"3,226.13"
"6"" x 9""",16PT C2S,5/4 (4/4 with Foil on Front),UV Coating Front Only,1 Pocket on the Right (Back) Side,On Left (Front) Pocket - Horizontal,On the Left (Front) Pocket,500,1.8821,941.06
"6"" x 9""",16PT C2S,5/4 (4/4 with Foil on Front),UV Coating Front Only,1 Pocket on the Right (Back) Side,On Left (Front) Pocket - Horizontal,On the Left (Front) Pocket,1000,1.0482,"1,048.23"
"6"" x 9""",16PT C2S,5/4 (4/4 with Foil on Front),UV Coating Front Only,1 Pocket on the Right (Back) Side,On Left (Front) Pocket - Horizontal,On the Left (Front) Pocket,2500,0.7820,"1,954.97"
"6"" x 9""",16PT C2S,5/4 (4/4 with Foil on Front),UV Coating Front Only,1 Pocket on the Right (Back) Side,On Left (Front) Pocket - Horizontal,On the Left (Front) Pocket,5000,0.6452,"3,226.13"
"6"" x 9""",16PT C2S,5/4 (4/4 with Foil on Front),UV Coating Front Only,1 Pocket on the Right (Back) Side,On Left (Front) Pocket - Horizontal,No CD Slit,500,1.8821,941.06
"6"" x 9""",16PT C2S,5/4 (4/4 with Foil on Front),UV Coating Front Only,1 Pocket on the Right (Back) Side,On Left (Front) Pocket - Horizontal,No CD Slit,1000,1.0482,"1,048.23"
"6"" x 9""",16PT C2S,5/4 (4/4 with Foil on Front),UV Coating Front Only,1 Pocket on the Right (Back) Side,On Left (Front) Pocket - Horizontal,No CD Slit,2500,0.7820,"1,954.97"
"6"" x 9""",16PT C2S,5/4 (4/4 with Foil on Front),UV Coating Front Only,1 Pocket on the Right (Back) Side,On Left (Front) Pocket - Horizontal,No CD Slit,5000,0.6452,"3,226.13"
"6"" x 9""",16PT C2S,5/4 (4/4 with Foil on Front),UV Coating Front Only,1 Pocket on the Right (Back) Side,On Left (Front) Pocket - Horizontal,On the Right (Back) Pocket,500,1.8821,941.06
"6"" x 9""",16PT C2S,5/4 (4/4 with Foil on Front),UV Coating Front Only,1 Pocket on the Right (Back) Side,On Left (Front) Pocket - Horizontal,On the Right (Back) Pocket,1000,1.0482,"1,048.23"
"6"" x 9""",16PT C2S,5/4 (4/4 with Foil on Front),UV Coating Front Only,1 Pocket on the Right (Back) Side,On Left (Front) Pocket - Horizontal,On the Right (Back) Pocket,2500,0.7820,"1,954.97"
"6"" x 9""",16PT C2S,5/4 (4/4 with Foil on Front),UV Coating Front Only,1 Pocket on the Right (Back) Side,On Left (Front) Pocket - Horizontal,On the Right (Back) Pocket,5000,0.6452,"3,226.13"
"6"" x 9""",16PT C2S,5/4 (4/4 with Foil on Front),UV Coating Front Only,1 Pocket on the Right (Back) Side,On Right (Back) Pocket - Vertical,On the Left (Front) Pocket,500,1.8821,941.06
"6"" x 9""",16PT C2S,5/4 (4/4 with Foil on Front),UV Coating Front Only,1 Pocket on the Right (Back) Side,On Right (Back) Pocket - Vertical,On the Left (Front) Pocket,1000,1.0482,"1,048.23"
"6"" x 9""",16PT C2S,5/4 (4/4 with Foil on Front),UV Coating Front Only,1 Pocket on the Right (Back) Side,On Right (Back) Pocket - Vertical,On the Left (Front) Pocket,2500,0.7820,"1,954.97"
"6"" x 9""",16PT C2S,5/4 (4/4 with Foil on Front),UV Coating Front Only,1 Pocket on the Right (Back) Side,On Right (Back) Pocket - Vertical,On the Left (Front) Pocket,5000,0.6452,"3,226.13"
"6"" x 9""",16PT C2S,5/4 (4/4 with Foil on Front),UV Coating Front Only,1 Pocket on the Right (Back) Side,On Right (Back) Pocket - Vertical,No CD Slit,500,1.8821,941.06
"6"" x 9""",16PT C2S,5/4 (4/4 with Foil on Front),UV Coating Front Only,1 Pocket on the Right (Back) Side,On Right (Back) Pocket - Vertical,No CD Slit,1000,1.0482,"1,048.23"
"6"" x 9""",16PT C2S,5/4 (4/4 with Foil on Front),UV Coating Front Only,1 Pocket on the Right (Back) Side,On Right (Back) Pocket - Vertical,No CD Slit,2500,0.7820,"1,954.97"
"6"" x 9""",16PT C2S,5/4 (4/4 with Foil on Front),UV Coating Front Only,1 Pocket on the Right (Back) Side,On Right (Back) Pocket - Vertical,No CD Slit,5000,0.6452,"3,226.13"
"6"" x 9""",16PT C2S,5/4 (4/4 with Foil on Front),UV Coating Front Only,1 Pocket on the Right (Back) Side,On Right (Back) Pocket - Vertical,On the Right (Back) Pocket,500,1.8821,941.06
"6"" x 9""",16PT C2S,5/4 (4/4 with Foil on Front),UV Coating Front Only,1 Pocket on the Right (Back) Side,On Right (Back) Pocket - Vertical,On the Right (Back) Pocket,1000,1.0482,"1,048.23"
"6"" x 9""",16PT C2S,5/4 (4/4 with Foil on Front),UV Coating Front Only,1 Pocket on the Right (Back) Side,On Right (Back) Pocket - Vertical,On the Right (Back) Pocket,2500,0.7820,"1,954.97"
"6"" x 9""",16PT C2S,5/4 (4/4 with Foil on Front),UV Coating Front Only,1 Pocket on the Right (Back) Side,On Right (Back) Pocket - Vertical,On the Right (Back) Pocket,5000,0.6452,"3,226.13"
"6"" x 9""",16PT C2S,5/4 (4/4 with Foil on Front),UV Coating Front Only,1 Pocket on the Right (Back) Side,On Both Pockets - Vertical,On the Left (Front) Pocket,500,1.8821,941.06
"6"" x 9""",16PT C2S,5/4 (4/4 with Foil on Front),UV Coating Front Only,1 Pocket on the Right (Back) Side,On Both Pockets - Vertical,On the Left (Front) Pocket,1000,1.0482,"1,048.23"
"6"" x 9""",16PT C2S,5/4 (4/4 with Foil on Front),UV Coating Front Only,1 Pocket on the Right (Back) Side,On Both Pockets - Vertical,On the Left (Front) Pocket,2500,0.7820,"1,954.97"
"6"" x 9""",16PT C2S,5/4 (4/4 with Foil on Front),UV Coating Front Only,1 Pocket on the Right (Back) Side,On Both Pockets - Vertical,On the Left (Front) Pocket,5000,0.6452,"3,226.13"
"6"" x 9""",16PT C2S,5/4 (4/4 with Foil on Front),UV Coating Front Only,1 Pocket on the Right (Back) Side,On Both Pockets - Vertical,No CD Slit,500,1.8821,941.06
"6"" x 9""",16PT C2S,5/4 (4/4 with Foil on Front),UV Coating Front Only,1 Pocket on the Right (Back) Side,On Both Pockets - Vertical,No CD Slit,1000,1.0482,"1,048.23"
"6"" x 9""",16PT C2S,5/4 (4/4 with Foil on Front),UV Coating Front Only,1 Pocket on the Right (Back) Side,On Both Pockets - Vertical,No CD Slit,2500,0.7820,"1,954.97"
"6"" x 9""",16PT C2S,5/4 (4/4 with Foil on Front),UV Coating Front Only,1 Pocket on the Right (Back) Side,On Both Pockets - Vertical,No CD Slit,5000,0.6452,"3,226.13"
"6"" x 9""",16PT C2S,5/4 (4/4 with Foil on Front),UV Coating Front Only,1 Pocket on the Right (Back) Side,On Both Pockets - Vertical,On the Right (Back) Pocket,500,1.8821,941.06
"6"" x 9""",16PT C2S,5/4 (4/4 with Foil on Front),UV Coating Front Only,1 Pocket on the Right (Back) Side,On Both Pockets - Vertical,On the Right (Back) Pocket,1000,1.0482,"1,048.23"
"6"" x 9""",16PT C2S,5/4 (4/4 with Foil on Front),UV Coating Front Only,1 Pocket on the Right (Back) Side,On Both Pockets - Vertical,On the Right (Back) Pocket,2500,0.7820,"1,954.97"
"6"" x 9""",16PT C2S,5/4 (4/4 with Foil on Front),UV Coating Front Only,1 Pocket on the Right (Back) Side,On Both Pockets - Vertical,On the Right (Back) Pocket,5000,0.6452,"3,226.13"
"6"" x 9""",16PT C2S,5/4 (4/4 with Foil on Front),UV Coating Front Only,1 Pocket on the Right (Back) Side,On Both Pockets - Horizontal,On the Left (Front) Pocket,500,1.8821,941.06
"6"" x 9""",16PT C2S,5/4 (4/4 with Foil on Front),UV Coating Front Only,1 Pocket on the Right (Back) Side,On Both Pockets - Horizontal,On the Left (Front) Pocket,1000,1.0482,"1,048.23"
"6"" x 9""",16PT C2S,5/4 (4/4 with Foil on Front),UV Coating Front Only,1 Pocket on the Right (Back) Side,On Both Pockets - Horizontal,On the Left (Front) Pocket,2500,0.7820,"1,954.97"
"6"" x 9""",16PT C2S,5/4 (4/4 with Foil on Front),UV Coating Front Only,1 Pocket on the Right (Back) Side,On Both Pockets - Horizontal,On the Left (Front) Pocket,5000,0.6452,"3,226.13"
"6"" x 9""",16PT C2S,5/4 (4/4 with Foil on Front),UV Coating Front Only,1 Pocket on the Right (Back) Side,On Both Pockets - Horizontal,No CD Slit,500,1.8821,941.06
"6"" x 9""",16PT C2S,5/4 (4/4 with Foil on Front),UV Coating Front Only,1 Pocket on the Right (Back) Side,On Both Pockets - Horizontal,No CD Slit,1000,1.0482,"1,048.23"
"6"" x 9""",16PT C2S,5/4 (4/4 with Foil on Front),UV Coating Front Only,1 Pocket on the Right (Back) Side,On Both Pockets - Horizontal,No CD Slit,2500,0.7820,"1,954.97"
"6"" x 9""",16PT C2S,5/4 (4/4 with Foil on Front),UV Coating Front Only,1 Pocket on the Right (Back) Side,On Both Pockets - Horizontal,No CD Slit,5000,0.6452,"3,226.13"
"6"" x 9""",16PT C2S,5/4 (4/4 with Foil on Front),UV Coating Front Only,1 Pocket on the Right (Back) Side,On Both Pockets - Horizontal,On the Right (Back) Pocket,500,1.8821,941.06
"6"" x 9""",16PT C2S,5/4 (4/4 with Foil on Front),UV Coating Front Only,1 Pocket on the Right (Back) Side,On Both Pockets - Horizontal,On the Right (Back) Pocket,1000,1.0482,"1,048.23"
"6"" x 9""",16PT C2S,5/4 (4/4 with Foil on Front),UV Coating Front Only,1 Pocket on the Right (Back) Side,On Both Pockets - Horizontal,On the Right (Back) Pocket,2500,0.7820,"1,954.97"
"6"" x 9""",16PT C2S,5/4 (4/4 with Foil on Front),UV Coating Front Only,1 Pocket on the Right (Back) Side,On Both Pockets - Horizontal,On the Right (Back) Pocket,5000,0.6452,"3,226.13"
"6"" x 9""",16PT C2S,5/4 (4/4 with Foil on Front),UV Coating Front Only,2 Pockets Presentation Folder,On Left (Front) Pocket - Vertical,On the Left (Front) Pocket,500,1.8821,941.06
"6"" x 9""",16PT C2S,5/4 (4/4 with Foil on Front),UV Coating Front Only,2 Pockets Presentation Folder,On Left (Front) Pocket - Vertical,On the Left (Front) Pocket,1000,1.0482,"1,048.23"
"6"" x 9""",16PT C2S,5/4 (4/4 with Foil on Front),UV Coating Front Only,2 Pockets Presentation Folder,On Left (Front) Pocket - Vertical,On the Left (Front) Pocket,2500,0.7820,"1,954.97"
