SIZE ,STOCK ,COLORSPEC ,COATING ,RAISED FOIL SIDE ,,,LAMINATION ,FOIL COLOR ,SECOND RAISED COLOR ,BLANK ENVELOPES ,RunSize,UnitPrice,TotalPrice
"5"" x 7""",16PT C2S,6/1 (4/1 with Two Foils on Front),No Coating,Raised Foil Front,,,Velvet,Gold Foil,Holographic,Include Envelopes - A7,250,1.0367,259.17
"5"" x 7""",16PT C2S,6/1 (4/1 with Two Foils on Front),No Coating,Raised Foil Front,,,Velvet,Gold Foil,Holographic,Include Envelopes - A7,500,0.6910,345.52
"5"" x 7""",16PT C2S,6/1 (4/1 with Two Foils on Front),No Coating,Raised Foil Front,,,Velvet,Gold Foil,Silver Foil,No Blank Envelopes,100,2.2915,229.15
"5"" x 7""",16PT C2S,6/1 (4/1 with Two Foils on Front),No Coating,Raised Foil Front,,,Velvet,Gold Foil,Silver Foil,No Blank Envelopes,250,0.9583,239.57
"5"" x 7""",16PT C2S,6/1 (4/1 with Two Foils on Front),No Coating,Raised Foil Front,,,Velvet,Gold Foil,Silver Foil,No Blank Envelopes,500,0.6468,323.42
"5"" x 7""",16PT C2S,6/1 (4/1 with Two Foils on Front),No Coating,Raised Foil Front,,,Velvet,Gold Foil,Silver Foil,Include Envelopes - A7,100,2.4335,243.35
"5"" x 7""",16PT C2S,6/1 (4/1 with Two Foils on Front),No Coating,Raised Foil Front,,,Velvet,Gold Foil,Silver Foil,Include Envelopes - A7,250,1.0367,259.17
"5"" x 7""",16PT C2S,6/1 (4/1 with Two Foils on Front),No Coating,Raised Foil Front,,,Velvet,Gold Foil,Silver Foil,Include Envelopes - A7,500,0.6910,345.52
"5"" x 7""",16PT C2S,6/1 (4/1 with Two Foils on Front),No Coating,Raised Foil Front,,,Velvet,Gold Foil,Gold Foil,No Blank Envelopes,100,2.2915,229.15
"5"" x 7""",16PT C2S,6/1 (4/1 with Two Foils on Front),No Coating,Raised Foil Front,,,Velvet,Gold Foil,Gold Foil,No Blank Envelopes,250,0.9583,239.57
"5"" x 7""",16PT C2S,6/1 (4/1 with Two Foils on Front),No Coating,Raised Foil Front,,,Velvet,Gold Foil,Gold Foil,No Blank Envelopes,500,0.6468,323.42
"5"" x 7""",16PT C2S,6/1 (4/1 with Two Foils on Front),No Coating,Raised Foil Front,,,Velvet,Gold Foil,Gold Foil,Include Envelopes - A7,100,2.4335,243.35
"5"" x 7""",16PT C2S,6/1 (4/1 with Two Foils on Front),No Coating,Raised Foil Front,,,Velvet,Gold Foil,Gold Foil,Include Envelopes - A7,250,1.0367,259.17
"5"" x 7""",16PT C2S,6/1 (4/1 with Two Foils on Front),No Coating,Raised Foil Front,,,Velvet,Gold Foil,Gold Foil,Include Envelopes - A7,500,0.6910,345.52
"5"" x 7""",16PT C2S,5/4 (4/4 with Foil on Front),No Coating,Raised Foil Front,Raised Spot UV Front,50 Microns,Velvet,Silver Foil,,No Blank Envelopes,100,2.1824,218.24
"5"" x 7""",16PT C2S,5/4 (4/4 with Foil on Front),No Coating,Raised Foil Front,Raised Spot UV Front,50 Microns,Velvet,Silver Foil,,No Blank Envelopes,250,0.9126,228.16
"5"" x 7""",16PT C2S,5/4 (4/4 with Foil on Front),No Coating,Raised Foil Front,Raised Spot UV Front,50 Microns,Velvet,Silver Foil,,No Blank Envelopes,500,0.6160,308.02
"5"" x 7""",16PT C2S,5/4 (4/4 with Foil on Front),No Coating,Raised Foil Front,Raised Spot UV Front,50 Microns,Velvet,Silver Foil,,Include Envelopes - A7,100,2.3244,232.44
"5"" x 7""",16PT C2S,5/4 (4/4 with Foil on Front),No Coating,Raised Foil Front,Raised Spot UV Front,50 Microns,Velvet,Silver Foil,,Include Envelopes - A7,250,0.9910,247.76
"5"" x 7""",16PT C2S,5/4 (4/4 with Foil on Front),No Coating,Raised Foil Front,Raised Spot UV Front,50 Microns,Velvet,Silver Foil,,Include Envelopes - A7,500,0.6602,330.12
"5"" x 7""",16PT C2S,5/4 (4/4 with Foil on Front),No Coating,Raised Foil Front,Raised Spot UV Front,50 Microns,Velvet,Holographic,,No Blank Envelopes,100,2.1824,218.24
"5"" x 7""",16PT C2S,5/4 (4/4 with Foil on Front),No Coating,Raised Foil Front,Raised Spot UV Front,50 Microns,Velvet,Holographic,,No Blank Envelopes,250,0.9126,228.16
"5"" x 7""",16PT C2S,5/4 (4/4 with Foil on Front),No Coating,Raised Foil Front,Raised Spot UV Front,50 Microns,Velvet,Holographic,,No Blank Envelopes,500,0.6160,308.02
"5"" x 7""",16PT C2S,5/4 (4/4 with Foil on Front),No Coating,Raised Foil Front,Raised Spot UV Front,50 Microns,Velvet,Holographic,,Include Envelopes - A7,100,2.3244,232.44
"5"" x 7""",16PT C2S,5/4 (4/4 with Foil on Front),No Coating,Raised Foil Front,Raised Spot UV Front,50 Microns,Velvet,Holographic,,Include Envelopes - A7,250,0.9910,247.76
"5"" x 7""",16PT C2S,5/4 (4/4 with Foil on Front),No Coating,Raised Foil Front,Raised Spot UV Front,50 Microns,Velvet,Holographic,,Include Envelopes - A7,500,0.6602,330.12
"5"" x 7""",16PT C2S,5/4 (4/4 with Foil on Front),No Coating,Raised Foil Front,Raised Spot UV Front,50 Microns,Velvet,Gold Foil,,No Blank Envelopes,100,2.1824,218.24
"5"" x 7""",16PT C2S,5/4 (4/4 with Foil on Front),No Coating,Raised Foil Front,Raised Spot UV Front,50 Microns,Velvet,Gold Foil,,No Blank Envelopes,250,0.9126,228.16
"5"" x 7""",16PT C2S,5/4 (4/4 with Foil on Front),No Coating,Raised Foil Front,Raised Spot UV Front,50 Microns,Velvet,Gold Foil,,No Blank Envelopes,500,0.6160,308.02
"5"" x 7""",16PT C2S,5/4 (4/4 with Foil on Front),No Coating,Raised Foil Front,Raised Spot UV Front,50 Microns,Velvet,Gold Foil,,Include Envelopes - A7,100,2.3244,232.44
"5"" x 7""",16PT C2S,5/4 (4/4 with Foil on Front),No Coating,Raised Foil Front,Raised Spot UV Front,50 Microns,Velvet,Gold Foil,,Include Envelopes - A7,250,0.9910,247.76
"5"" x 7""",16PT C2S,5/4 (4/4 with Foil on Front),No Coating,Raised Foil Front,Raised Spot UV Front,50 Microns,Velvet,Gold Foil,,Include Envelopes - A7,500,0.6602,330.12
"5"" x 7""",16PT C2S,5/0 (4/0 with Foil on Front),No Coating,Raised Foil Front,Raised Spot UV Front,50 Microns,Velvet,Silver Foil,,No Blank Envelopes,100,2.1824,218.24
"5"" x 7""",16PT C2S,5/0 (4/0 with Foil on Front),No Coating,Raised Foil Front,Raised Spot UV Front,50 Microns,Velvet,Silver Foil,,No Blank Envelopes,250,0.9126,228.16
"5"" x 7""",16PT C2S,5/0 (4/0 with Foil on Front),No Coating,Raised Foil Front,Raised Spot UV Front,50 Microns,Velvet,Silver Foil,,No Blank Envelopes,500,0.6160,308.02
"5"" x 7""",16PT C2S,5/0 (4/0 with Foil on Front),No Coating,Raised Foil Front,Raised Spot UV Front,50 Microns,Velvet,Silver Foil,,Include Envelopes - A7,100,2.3244,232.44
"5"" x 7""",16PT C2S,5/0 (4/0 with Foil on Front),No Coating,Raised Foil Front,Raised Spot UV Front,50 Microns,Velvet,Silver Foil,,Include Envelopes - A7,250,0.9910,247.76
"5"" x 7""",16PT C2S,5/0 (4/0 with Foil on Front),No Coating,Raised Foil Front,Raised Spot UV Front,50 Microns,Velvet,Silver Foil,,Include Envelopes - A7,500,0.6602,330.12
"5"" x 7""",16PT C2S,5/0 (4/0 with Foil on Front),No Coating,Raised Foil Front,Raised Spot UV Front,50 Microns,Velvet,Holographic,,No Blank Envelopes,100,2.1824,218.24
"5"" x 7""",16PT C2S,5/0 (4/0 with Foil on Front),No Coating,Raised Foil Front,Raised Spot UV Front,50 Microns,Velvet,Holographic,,No Blank Envelopes,250,0.9126,228.16
"5"" x 7""",16PT C2S,5/0 (4/0 with Foil on Front),No Coating,Raised Foil Front,Raised Spot UV Front,50 Microns,Velvet,Holographic,,No Blank Envelopes,500,0.6160,308.02
"5"" x 7""",16PT C2S,5/0 (4/0 with Foil on Front),No Coating,Raised Foil Front,Raised Spot UV Front,50 Microns,Velvet,Holographic,,Include Envelopes - A7,100,2.3244,232.44
"5"" x 7""",16PT C2S,5/0 (4/0 with Foil on Front),No Coating,Raised Foil Front,Raised Spot UV Front,50 Microns,Velvet,Holographic,,Include Envelopes - A7,250,0.9910,247.76
"5"" x 7""",16PT C2S,5/0 (4/0 with Foil on Front),No Coating,Raised Foil Front,Raised Spot UV Front,50 Microns,Velvet,Holographic,,Include Envelopes - A7,500,0.6602,330.12
"5"" x 7""",16PT C2S,5/0 (4/0 with Foil on Front),No Coating,Raised Foil Front,Raised Spot UV Front,50 Microns,Velvet,Gold Foil,,No Blank Envelopes,100,2.1824,218.24
"5"" x 7""",16PT C2S,5/0 (4/0 with Foil on Front),No Coating,Raised Foil Front,Raised Spot UV Front,50 Microns,Velvet,Gold Foil,,No Blank Envelopes,250,0.9126,228.16
"5"" x 7""",16PT C2S,5/0 (4/0 with Foil on Front),No Coating,Raised Foil Front,Raised Spot UV Front,50 Microns,Velvet,Gold Foil,,No Blank Envelopes,500,0.6160,308.02
"5"" x 7""",16PT C2S,5/0 (4/0 with Foil on Front),No Coating,Raised Foil Front,Raised Spot UV Front,50 Microns,Velvet,Gold Foil,,Include Envelopes - A7,100,2.3244,232.44
"5"" x 7""",16PT C2S,5/0 (4/0 with Foil on Front),No Coating,Raised Foil Front,Raised Spot UV Front,50 Microns,Velvet,Gold Foil,,Include Envelopes - A7,250,0.9910,247.76
"5"" x 7""",16PT C2S,5/0 (4/0 with Foil on Front),No Coating,Raised Foil Front,Raised Spot UV Front,50 Microns,Velvet,Gold Foil,,Include Envelopes - A7,500,0.6602,330.12
